Customer Number,Campaign Period Sales ,Historical Sales Volume ,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language
15733748, $-   ,"$13,173.60 ",1984-08-01,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,
15735116, $-   ,"$774,193.83 ",1990-03-01,13,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
15737722, $-   ,"$467,653.33 ",1992-09-15,20,TRUE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,Nov-50,English
15737990, $-   ,"$1,652,055.60 ",1985-09-01,9,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
15738779, $-   ,"$313,551.09 ",2014-02-28,12,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
15740763, $-   ,"$349,473.60 ",1996-01-15,7,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N,Nov-50,
15745898, $-   ,"$370,151.17 ",1990-08-01,10,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,01-May,English
15749582,"$3,371.12 ","$2,528,337.50 ",2008-06-12,25,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
15750159,$306.97 ,"$315,873.60 ",1972-11-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,06-Oct,English
15750384, $-   ,"$79,828.00 ",1980-10-15,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
15753980,"$2,196.13 ","$208,632.67 ",1977-01-01,23,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N, ,
15757138, $-   ,"$222,255.43 ",1986-01-01,13,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,
15758707, $-   ,"$265,373.56 ",2000-04-26,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,Spanish
15761934, $-   ,"$838,812.87 ",2012-01-06,17,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English
15763721, $-   ,"$314,321.28 ",1997-06-15,10,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,01-May,English
15764027,$192.23 ,"$58,821.36 ",1993-06-01,17,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,06-Oct,English
15764993, $-   ,"$327,621.26 ",2006-06-05,18,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,06-Oct,English
15765707, $-   ,"$171,896.23 ",1985-08-01,18,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
15766940, $-   ,"$1,444,157.87 ",1988-11-15,8,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
15771666, $-   ,"$172,448.00 ",1991-11-01,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,51-100,
15772912, $-   ,"$1,466,596.08 ",1986-03-01,5,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,Y,N,Y,N,N,N, ,
15774657, $-   ,"$893,244.00 ",1995-12-01,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
15774778, $-   ,"$594,247.68 ",2007-09-14,18,FALSE,TRUE,FALSE,AUTO RENEW,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
15775066, $-   ,"$551,805.33 ",1985-08-15,10,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15783809, $-   ,"$138,611.20 ",1996-12-25,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
15784436, $-   ,"$191,417.14 ",1980-11-01,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15785806,$526.19 ,"$1,081,329.26 ",1973-01-01,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,06-Oct,English
15791838, $-   ,"$77,257.71 ",1995-07-01,11,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,Russian
15793818, $-   ,"$333,166.17 ",1983-11-15,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
15797408, $-   ,"$165,117.83 ",1991-09-15,13,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15797468, $-   ,"$668,693.33 ",1991-04-01,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15800511, $-   ,"$183,594.67 ",1991-10-01,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,06-Oct,English
15801689, $-   ,"$328,044.50 ",2014-01-10,19,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,01-May,English
15803223, $-   ,"$1,032,630.86 ",1996-08-01,18,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
15811196, $-   ,"$28,134.33 ",1987-07-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,06-Oct,
15812895, $-   ,"$875,313.77 ",1987-04-15,18,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,06-Oct,English
15815706, $-   ,"$166,722.29 ",2004-05-04,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,06-Oct,English
15816539,$116.02 ,"$167,067.43 ",1986-06-15,15,TRUE,TRUE,TRUE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
15817009, $-   ,"$110,153.33 ",1992-05-15,13,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
15820406, $-   ,"$849,957.94 ",1992-06-01,18,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15830347, $-   ,"$187,896.50 ",1990-11-01,1,TRUE,TRUE,TRUE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
15835139, $-   ,"$226,035.20 ",2013-01-08,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15836080, $-   ,"$14,286.80 ",1990-08-01,1,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
15836600,$186.61 ,"$418,378.55 ",1978-03-01,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15839749,"$2,496.00 ","$524,160.00 ",1992-06-15,7,FALSE,TRUE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,Y,Y,Y, ,
15845549, $-   ,"$180,844.00 ",2001-12-03,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
15846462,$352.80 ,"$630,806.40 ",1977-05-15,12,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
15854949, $-   ,"$652,488.24 ",1988-08-01,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
15857610, $-   ,"$616,982.67 ",1997-03-01,8,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,N,06-Oct,Spanish
15859728,$695.76 ,"$100,189.44 ",2008-12-17,2,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
15861369, $-   ,"$895,925.33 ",1996-02-01,14,FALSE,FALSE,FALSE,NOTICE,,N,N,N,N,N,N,N,N,N,Nov-50,English
15862759, $-   ,"$243,227.60 ",1997-07-01,15,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,06-Oct,English
15863959, $-   ,"$693,584.64 ",1993-10-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
15864327, $-   ,"$1,605,700.80 ",1997-07-15,11,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N,Nov-50,English
15866784,$234.59 ,"$295,818.59 ",1968-04-15,13,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,Y,N,N,N,Y,06-Oct,English
15871828,$286.43 ,"$1,142,869.00 ",1981-11-15,42,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N,Nov-50,
15876145,$323.92 ,"$713,919.68 ",1994-02-01,19,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,01-May,English
15877741,$188.29 ,"$361,711.49 ",1994-08-15,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
15878654, $-   ,"$524,314.00 ",2011-08-04,3,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
15878665, $-   ,"$554,165.14 ",1994-11-15,15,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15887940,$321.64 ,"$125,438.86 ",1994-09-15,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15889149, $-   ,"$815,842.63 ",1985-04-15,19,TRUE,TRUE,TRUE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
15898982, $-   ,"$510,130.83 ",1995-03-01,5,FALSE,FALSE,FALSE,AUTO RENEW,BRANCH (PHONE),N,N,N,N,N,N,N,Y,Y,101-500,English
15901652, $-   ,"$420,090.00 ",1994-06-15,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
15904417, $-   ,"$2,824,894.80 ",1990-05-01,28,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,Y,N, ,
15905573, $-   ,"$542,624.46 ",1996-04-15,20,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
15908403, $-   ,"$308,216.91 ",2011-09-22,9,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,Y,N,N,N,Y,06-Oct,English
15910763, $-   ,"$244,775.20 ",1986-02-01,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
15911187, $-   ,"$238,844.00 ",1990-12-15,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
15912749, $-   ,"$1,048,775.00 ",1986-09-15,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
15920308, $-   ,"$58,498.29 ",1996-03-01,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
15922305, $-   ,"$725,364.73 ",2018-05-11,2,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,N, ,
15925922, $-   ,"$138,827.87 ",2015-11-27,1,TRUE,TRUE,TRUE,AUTO RENEW,,N,N,N,N,N,N,N,N,N, ,
15926889, $-   ,"$1,174,275.00 ",1990-08-15,10,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,N, ,
15927765, $-   ,"$645,870.00 ",1990-06-15,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
15929833, $-   ,"$279,333.46 ",1985-08-01,16,FALSE,TRUE,FALSE,AUTO RENEW,MAIL,N,N,N,N,N,N,Y,N,Y,01-May,
15930314, $-   ,"$419,618.67 ",1997-06-15,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
15932164, $-   ,"$675,647.14 ",1997-05-01,25,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,Y,N,Y,06-Oct,English
15933409,$243.11 ,"$471,156.22 ",1988-04-15,19,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),Y,N,N,N,N,N,N,N,Y,Nov-50,English
15936443, $-   ,"$2,058,406.83 ",1997-10-15,22,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,101-500,English
15936662, $-   ,"$310,413.11 ",1996-11-01,11,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
15941067, $-   ,"$419,016.00 ",1996-03-01,2,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
15947828,$276.21 ,"$430,334.44 ",1994-10-15,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,Y,N,Y,N,Y,06-Oct,English
15948792, $-   ,"$87,699.46 ",1995-01-15,6,TRUE,TRUE,TRUE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,Nov-50,English
15950405, $-   ,"$1,076,240.00 ",1996-11-01,40,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
15952239, $-   ,"$180,628.80 ",1996-12-01,11,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
15953130, $-   ,"$157,941.00 ",1996-01-01,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,101-500,English
15956820, $-   ,"$61,439.32 ",1996-03-01,16,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,Nov-50,English
15963854, $-   ,"$109,817.50 ",2013-09-20,1,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
15964068,$289.93 ,"$408,226.13 ",1980-02-01,16,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,51-100,English
15965332, $-   ,"$329,849.86 ",1986-04-01,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,Nov-50,English
15966615,$367.33 ,"$1,064,532.00 ",1977-03-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15968109, $-   ,"$795,060.93 ",1994-09-01,25,FALSE,TRUE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,Nov-50,English
15969429, $-   ,"$251,258.70 ",1996-07-01,7,FALSE,FALSE,FALSE,NOTICE,,N,N,N,N,N,N,N,N,N,Nov-50,English
15970372, $-   ,"$834,126.86 ",1991-04-15,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15974212, $-   ,"$195,875.68 ",1985-12-01,21,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
15974553, $-   ,"$368,371.81 ",1990-10-01,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15979357, $-   ,"$260,218.82 ",1996-04-01,11,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,Y,N,Y,06-Oct,Hindi
15984893, $-   ,"$1,585,528.00 ",1997-02-15,23,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
15986472,$282.29 ,"$508,114.29 ",1992-03-01,20,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,06-Oct,
15987523,$446.67 ,"$331,426.67 ",1994-09-01,14,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,06-Oct,English
15989678, $-   ,"$748,231.20 ",1974-08-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15990998, $-   ,"$704,068.11 ",2012-08-27,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
15994349, $-   ,"$988,000.00 ",1969-06-15,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
15997744, $-   ,"$102,263.00 ",1997-07-01,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,51-100,
16000099, $-   ,"$979,330.00 ",1992-01-01,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
16000893,$824.73 ,"$544,324.00 ",1984-02-15,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English
16001247, $-   ,"$156,100.00 ",1997-06-15,2,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
16011179, $-   ,"$90,569.20 ",1997-04-06,19,FALSE,FALSE,FALSE,NOTICE,WEB,Y,N,N,N,N,N,Y,N,Y,06-Oct,English
16013062, $-   ,"$252,948.00 ",2009-08-04,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,Nov-50,
16014486, $-   ,"$229,658.67 ",1982-08-15,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
16016274, $-   ,"$424,000.00 ",1995-12-01,12,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
16018434, $-   ,"$420,798.00 ",1986-04-01,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,
16021700, $-   ,"$226,684.80 ",2002-04-01,15,FALSE,TRUE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,06-Oct,English
16022240, $-   ,"$21,460.53 ",1995-03-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,
16027384, $-   ,"$1,286,022.92 ",1998-06-18,21,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,Nov-50,English
16030356,$257.04 ,"$782,686.80 ",1968-09-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,Y,N,N,N,Y,Nov-50,English
16034280, $-   ,"$113,760.11 ",1996-04-15,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
16036846,$168.65 ,"$126,485.71 ",2011-08-05,10,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,06-Oct,English
16037298, $-   ,"$431,360.00 ",1986-04-01,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
16039317,"$2,850.33 ","$1,550,581.33 ",2004-01-28,4,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,N, ,
16040031, $-   ,"$349,341.26 ",1998-02-15,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,06-Oct,English
16042061, $-   ,"$590,051.43 ",1995-10-15,13,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
16043113,$232.08 ,"$216,994.80 ",1981-08-15,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
16043297,$244.64 ,"$242,193.60 ",1985-06-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,
16043550, $-   ,"$100,298.67 ",1985-02-01,10,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,
16051306, $-   ,"$71,693.33 ",1987-07-01,2,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,51-100,English
16052402, $-   ,"$1,438,117.80 ",1989-03-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,101-500,English
16053589,$622.09 ,"$418,042.06 ",1990-05-01,21,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,Y,N,Y,Nov-50,English
16055474,$173.08 ,"$77,886.00 ",1993-05-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,01-May,English
16059453, $-   ,"$1,166,438.61 ",2001-11-05,11,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,101-500,English
16060867,$270.13 ,"$124,261.33 ",1994-02-15,20,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,06-Oct,English
16061956, $-   ,"$19,074.72 ",1988-05-01,7,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),Y,N,N,N,N,N,N,N,Y,01-May,English
16062185, $-   ,"$1,109,994.60 ",1996-08-01,22,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English
16066117, $-   ,"$1,128,552.00 ",1995-05-01,6,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
16066638, $-   ,"$1,135,104.00 ",1991-10-15,4,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
16067893,$600.48 ,"$165,731.43 ",2011-04-08,23,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
16068016,"$1,664.00 ","$1,802,112.00 ",2005-09-26,19,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,Y,Y,Y,101-500,
16068285,$251.07 ,"$286,216.00 ",1995-08-01,12,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
16068522,$210.98 ,"$29,537.39 ",2017-03-16,2,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
16069514,$159.01 ,"$247,736.84 ",1966-01-01,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
16070246, $-   ,"$2,253,739.58 ",2012-08-29,17,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,51-100,English
16070785,$221.47 ,"$29,012.13 ",1994-02-15,1,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,06-Oct,English
16072505, $-   ,"$362,490.51 ",1994-09-15,13,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,Y,N,Y,06-Oct,English
16073697, $-   ,"$235,480.00 ",1991-03-01,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
16077790, $-   ,"$2,292,460.80 ",2014-08-22,21,FALSE,TRUE,FALSE,NOTICE,MAIL,N,Y,N,N,N,Y,N,N,Y,Nov-50,English
16077902,"$1,328.86 ","$3,560,015.94 ",1962-10-01,19,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,51-100,English
16079902, $-   ,"$428,520.00 ",2014-12-12,15,FALSE,TRUE,FALSE,NOTICE,,N,N,N,N,N,N,Y,N,Y,101-500,English
16080114, $-   ,"$202,166.67 ",1993-02-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
16081352, $-   ,"$292,321.31 ",1995-12-15,13,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,06-Oct,English
16083278, $-   ,"$469,778.00 ",1998-12-30,19,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
16084939, $-   ,"$102,019.43 ",1985-09-15,17,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,
16091092, $-   ,"$299,290.53 ",2004-09-16,19,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
16091364, $-   ,"$202,990.49 ",1989-12-01,13,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,01-May,English
16091781, $-   ,"$2,756,380.00 ",1997-10-19,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y, ,English
16097686, $-   ,"$724,534.00 ",2001-01-25,20,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,51-100,English
16098180, $-   ,"$305,136.53 ",2014-03-13,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
16098871, $-   ,"$511,601.71 ",1994-12-15,15,TRUE,TRUE,TRUE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
16099220, $-   ,"$924,336.00 ",1986-07-01,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,Italian
16102194, $-   ,"$830,606.40 ",1991-03-01,14,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
16102429, $-   ,"$278,629.03 ",1996-03-01,18,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
16106905, $-   ,"$165,545.41 ",1983-04-15,23,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
16107438, $-   ,"$287,832.99 ",2005-04-13,19,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
16107745, $-   ,"$862,442.49 ",1998-02-15,19,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English
16108682, $-   ,"$391,396.80 ",2015-06-18,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
16108697,"$1,264.17 ","$107,454.17 ",1994-10-15,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
16112539, $-   ,"$803,320.00 ",1997-06-01,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
16113358, $-   ,"$2,795,021.60 ",1997-07-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English
16115967, $-   ,"$857,334.02 ",1966-12-15,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,Nov-50,English
